Date,Open,High,Low,Close,Volume,Award Amount,Company Name,Delta % Close - Open,Delta % High - Low
2023-12-15,18.67,19.15,18.04,18.2,93307116.0,0,PALANTIR TECHNOLOGIES INC.,-2.517407605784694,6.152993348115297
2023-12-14,18.17,18.58,17.72,18.21,67462755.0,0,PALANTIR TECHNOLOGIES INC.,0.22014309301045207,4.8532731376975144
2023-12-13,17.65,17.9,17.22,17.87,52682624.0,0,PALANTIR TECHNOLOGIES INC.,1.2464589235127617,3.9488966318234597
2023-12-12,17.69,17.88,17.2301,17.5,46231909.0,0,PALANTIR TECHNOLOGIES INC.,-1.0740531373657505,3.771887568847533
2023-12-11,17.97,18.28,17.7,17.77,50929623.0,0,PALANTIR TECHNOLOGIES INC.,-1.1129660545353328,3.2768361581921006
2023-12-08,17.18,17.92,17.09,17.77,57542134.0,0,PALANTIR TECHNOLOGIES INC.,3.4342258440046556,4.856641310708027
2023-12-07,17.22,17.48,17.08,17.22,56454997.0,0,PALANTIR TECHNOLOGIES INC.,0.0,2.3419203747072728
2023-12-06,17.69,17.83,17.05,17.13,94352465.0,0,PALANTIR TECHNOLOGIES INC.,-3.1656302996043086,4.574780058651013
2023-12-05,18.25,18.55,17.96,18.3,54460845.0,0,PALANTIR TECHNOLOGIES INC.,0.27397260273972995,3.2850779510022265
2023-12-04,19.75,19.9,18.27,18.4,104948518.0,0,PALANTIR TECHNOLOGIES INC.,-6.835443037974691,8.921729611384778
2023-12-01,19.93,20.29,19.55,20.27,61493670.0,0,PALANTIR TECHNOLOGIES INC.,1.7059708981435016,3.785166240409199
2023-11-30,19.94,20.23,19.68,20.05,55500991.0,0,PALANTIR TECHNOLOGIES INC.,0.5516549648946812,2.7947154471544753
2023-11-29,19.945,20.31,19.78,19.84,62782105.0,0,PALANTIR TECHNOLOGIES INC.,-0.5264477312609698,2.6794742163801697
2023-11-28,19.11,19.8,19.03,19.71,54170695.0,0,PALANTIR TECHNOLOGIES INC.,3.1397174254317184,4.046242774566471
2023-11-27,19.13,19.5,18.62,19.08,58808177.0,0,PALANTIR TECHNOLOGIES INC.,-0.2613695765812897,4.726100966702465
2023-11-24,19.38,19.6,18.93,19.2,39800361.0,0,PALANTIR TECHNOLOGIES INC.,-0.9287925696594413,3.5393555203380966
2023-11-22,20.26,20.44,19.33,19.69,68452455.0,0,PALANTIR TECHNOLOGIES INC.,-2.8134254689042457,5.742369374030021
2023-11-21,21.11,21.85,19.72,19.8,106643319.0,0,PALANTIR TECHNOLOGIES INC.,-6.205589767882514,10.801217038539567
2023-11-20,20.65,21.6,20.56,21.34,90575566.0,0,PALANTIR TECHNOLOGIES INC.,3.341404358353518,5.058365758754877
2023-11-17,19.68,20.58,19.6587,20.49,69668728.0,0,PALANTIR TECHNOLOGIES INC.,4.115853658536579,4.686474690594998
2023-11-16,19.8,19.875,19.29,19.77,49942759.0,0,PALANTIR TECHNOLOGIES INC.,-0.15151515151515726,3.0326594090202224
2023-11-15,19.9,20.37,19.611,19.95,75533454.0,0,PALANTIR TECHNOLOGIES INC.,0.25125628140703876,3.870276885421449
2023-11-14,20.0,20.1,19.5,19.94,83230466.0,0,PALANTIR TECHNOLOGIES INC.,-0.2999999999999936,3.076923076923084
2023-11-13,19.59,19.88,19.3,19.71,74877458.0,0,PALANTIR TECHNOLOGIES INC.,0.6125574272588106,3.00518134715025
2023-11-10,18.155,19.72,18.06,19.67,92955800.0,0,PALANTIR TECHNOLOGIES INC.,8.344808592674196,9.191583610188262
2023-11-09,18.66,18.87,18.16,18.27,48454200.0,0,PALANTIR TECHNOLOGIES INC.,-2.090032154340839,3.909691629955952
2023-11-08,18.85,18.93,18.15,18.49,46063132.0,0,PALANTIR TECHNOLOGIES INC.,-1.909814323607443,4.297520661157032
2023-11-07,18.86,19.17,18.53,18.8,56289102.0,0,PALANTIR TECHNOLOGIES INC.,-0.3181336161187631,3.4538586076632516
2023-11-06,18.99,19.08,17.93,18.54,79952555.0,0,PALANTIR TECHNOLOGIES INC.,-2.369668246445494,6.413831567205793
2023-11-03,18.02,19.0789,17.76,18.89,109302021.0,0,PALANTIR TECHNOLOGIES INC.,4.82796892341843,7.426238738738735
2023-11-02,17.48,18.3,17.2101,17.97,170406782.0,0,PALANTIR TECHNOLOGIES INC.,2.803203661327222,6.332909163804976
2023-11-01,14.8,14.96,14.48,14.92,54419071.0,0,PALANTIR TECHNOLOGIES INC.,0.8108108108108055,3.314917127071826
2023-10-31,14.58,15.01,14.55,14.8,40195406.0,0,PALANTIR TECHNOLOGIES INC.,1.508916323731143,3.1615120274914026
2023-10-30,15.27,15.29,14.56,14.69,46886417.0,0,PALANTIR TECHNOLOGIES INC.,-3.7982973149967263,5.013736263736254
2023-10-27,15.48,15.6,14.96,15.07,39913561.0,0,PALANTIR TECHNOLOGIES INC.,-2.64857881136951,4.278074866310152
2023-10-26,15.6,15.91,15.05,15.29,49351804.0,0,PALANTIR TECHNOLOGIES INC.,-1.9871794871794906,5.71428571428571
2023-10-25,16.57,16.63,15.58,15.59,46706480.0,0,PALANTIR TECHNOLOGIES INC.,-5.914302957151481,6.739409499358144
2023-10-24,16.38,16.93,16.3,16.64,39833762.0,0,PALANTIR TECHNOLOGIES INC.,1.587301587301597,3.8650306748466194
2023-10-23,15.9,16.34,15.21,16.2,55967151.0,0,PALANTIR TECHNOLOGIES INC.,1.886792452830182,7.4293228139381915
2023-10-20,16.85,16.94,15.81,16.11,63875487.0,0,PALANTIR TECHNOLOGIES INC.,-4.391691394658765,7.147375079063889
2023-10-19,17.44,17.5799,16.97,17.06,46303217.0,0,PALANTIR TECHNOLOGIES INC.,-2.1788990825688215,3.593989393046551
2023-10-18,17.81,18.22,17.19,17.2,44208265.0,0,PALANTIR TECHNOLOGIES INC.,-3.425042111173495,5.991855730075611
2023-10-17,17.0,18.03,16.91,17.84,54401289.0,0,PALANTIR TECHNOLOGIES INC.,4.941176470588235,6.623299822590189
2023-10-16,17.21,17.46,16.67,17.36,44987257.0,0,PALANTIR TECHNOLOGIES INC.,0.8715862870424088,4.739052189562082
2023-10-13,18.06,18.16,17.27,17.36,54881953.0,0,PALANTIR TECHNOLOGIES INC.,-3.8759689922480587,5.153445280833819
2023-10-12,17.92,18.24,17.5508,17.94,57940929.0,0,PALANTIR TECHNOLOGIES INC.,0.11160714285714046,3.926886523691225
2023-10-11,17.87,18.44,17.73,17.92,55745629.0,0,PALANTIR TECHNOLOGIES INC.,0.27979854504756974,4.004512126339542
2023-10-10,18.06,18.4,17.62,17.8,99971501.0,0,PALANTIR TECHNOLOGIES INC.,-1.4396456256921264,4.426787741203164
2023-10-09,16.27,17.83,16.22,17.61,106161182.0,0,PALANTIR TECHNOLOGIES INC.,8.236017209588198,9.926017262638714
2023-10-06,15.56,16.695,15.51,16.61,65946320.0,0,PALANTIR TECHNOLOGIES INC.,6.748071979434441,7.640232108317218
2023-10-05,15.59,15.9,15.41,15.81,49648072.0,0,PALANTIR TECHNOLOGIES INC.,1.411161000641441,3.1797534068786515
2023-10-04,15.46,15.85,15.16,15.73,52786237.0,0,PALANTIR TECHNOLOGIES INC.,1.7464424320827916,4.551451187335089
2023-10-03,15.61,15.77,14.82,14.9,51578129.0,0,PALANTIR TECHNOLOGIES INC.,-4.548366431774498,6.410256410256405
2023-10-02,16.03,16.44,15.77,15.88,41043913.0,0,PALANTIR TECHNOLOGIES INC.,-0.9357454772301956,4.248573240329751
2023-09-29,16.11,16.81,15.96,16.0,78055083.0,"$25,039,810",PALANTIR USG INC,-0.6828057107386681,5.325814536340839
2023-09-28,15.14,15.96,14.825,15.77,66590819.0,0,PALANTIR TECHNOLOGIES INC.,4.161162483487444,7.655986509274884
2023-09-27,14.2,14.96,14.16,14.85,62780567.0,0,PALANTIR TECHNOLOGIES INC.,4.577464788732398,5.649717514124299
2023-09-26,13.95,14.17,13.88,13.96,37276213.0,0,PALANTIR TECHNOLOGIES INC.,0.07168458781363128,2.089337175792501
2023-09-25,14.0,14.24,13.82,14.22,39693894.0,0,PALANTIR TECHNOLOGIES INC.,1.571428571428576,3.039073806078147
2023-09-22,14.23,14.415,14.03,14.13,47714543.0,0,PALANTIR TECHNOLOGIES INC.,-0.7027406886858724,2.7441197434069835
2023-09-21,14.34,14.599,13.68,14.0,73071796.0,0,PALANTIR TECHNOLOGIES INC.,-2.3709902370990226,6.717836257309945
2023-09-20,15.25,15.425,14.7325,14.74,37640487.0,0,PALANTIR TECHNOLOGIES INC.,-3.3442622950819656,4.700492109282204
2023-09-19,15.34,15.519,14.95,15.15,37804835.0,"$19,312,071",PALANTIR TECHNOLOGIES INC.,-1.238591916558015,3.806020066889638
2023-09-18,15.18,15.63,15.07,15.46,37404081.0,0,PALANTIR TECHNOLOGIES INC.,1.8445322793148957,3.7159920371599235
2023-09-15,15.77,15.9,15.17,15.33,56271175.0,0,PALANTIR TECHNOLOGIES INC.,-2.7901077996195274,4.812129202373107
2023-09-14,15.69,16.04,15.47,15.83,38572508.0,0,PALANTIR TECHNOLOGIES INC.,0.8922880815806283,3.6845507433742632
2023-09-13,15.63,15.8496,15.42,15.6,34354449.0,0,PALANTIR TECHNOLOGIES INC.,-0.19193857965451783,2.785992217898837
2023-09-12,15.46,16.15,15.43,15.59,39497916.0,0,PALANTIR TECHNOLOGIES INC.,0.840879689521339,4.666234607906667
2023-09-11,15.41,16.1,15.36,15.79,55294677.0,0,PALANTIR TECHNOLOGIES INC.,2.4659312134977225,4.817708333333346
2023-09-08,15.12,15.61,15.085,15.13,34047562.0,0,PALANTIR TECHNOLOGIES INC.,0.06613756613757647,3.480278422273772
2023-09-07,14.88,15.24,14.29,15.21,51798780.0,0,PALANTIR TECHNOLOGIES INC.,2.2177419354838714,6.648005598320511
2023-09-06,15.17,15.62,15.08,15.3,38738076.0,0,PALANTIR TECHNOLOGIES INC.,0.8569545154911059,3.5809018567639197
2023-09-05,15.08,15.42,14.9,15.21,33818426.0,0,PALANTIR TECHNOLOGIES INC.,0.8620689655172465,3.489932885906037
2023-09-01,15.16,15.365,14.83,15.18,45258903.0,0,PALANTIR TECHNOLOGIES INC.,0.13192612137202883,3.607552258934593
2023-08-31,15.6,15.85,14.65,14.98,101517203.0,0,PALANTIR TECHNOLOGIES INC.,-3.974358974358969,8.191126279863477
2023-08-30,15.46,16.35,15.33,16.33,65674056.0,0,PALANTIR TECHNOLOGIES INC.,5.627425614488987,6.653620352250498
2023-08-29,14.6,15.63,14.5,15.4,47213155.0,0,PALANTIR TECHNOLOGIES INC.,5.479452054794526,7.793103448275867
2023-08-28,14.69,14.88,14.5,14.64,35964677.0,0,PALANTIR TECHNOLOGIES INC.,-0.3403675970047579,2.620689655172419
2023-08-25,14.14,14.6499,14.01,14.53,55668905.0,0,PALANTIR TECHNOLOGIES INC.,2.7581329561527497,4.567451820128485
2023-08-24,15.7,15.71,13.875,14.14,93586208.0,0,PALANTIR TECHNOLOGIES INC.,-9.936305732484069,13.225225225225232
2023-08-23,14.5,15.47,14.42,15.3,53523342.0,0,PALANTIR TECHNOLOGIES INC.,5.51724137931035,7.281553398058257
2023-08-22,14.76,15.13,14.63,14.67,52106867.0,0,PALANTIR TECHNOLOGIES INC.,-0.6097560975609747,3.4176349965823647
2023-08-21,14.42,14.78,14.34,14.5,43206161.0,0,PALANTIR TECHNOLOGIES INC.,0.5547850208044388,3.068340306834027
2023-08-18,13.88,14.6,13.68,14.4,70215160.0,0,PALANTIR TECHNOLOGIES INC.,3.7463976945244926,6.725146198830409
2023-08-17,15.39,15.4373,14.035,14.15,91086683.0,0,PALANTIR TECHNOLOGIES INC.,-8.057179987004549,9.991449946562168
2023-08-16,15.21,15.725,15.12,15.45,40394555.0,0,PALANTIR TECHNOLOGIES INC.,1.5779092702169522,4.001322751322754
2023-08-15,15.61,15.87,15.29,15.37,44000374.0,0,PALANTIR TECHNOLOGIES INC.,-1.5374759769378619,3.7933289731850888
2023-08-14,15.2,15.74,14.95,15.72,47511417.0,0,PALANTIR TECHNOLOGIES INC.,3.4210526315789567,5.284280936454857
2023-08-11,15.05,15.58,14.91,15.41,56616788.0,0,PALANTIR TECHNOLOGIES INC.,2.392026578073086,4.4936284372904085
2023-08-10,15.44,15.87,15.25,15.41,73129139.0,0,PALANTIR TECHNOLOGIES INC.,-0.1943005181347109,4.065573770491798
2023-08-09,16.76,16.92,15.1,15.25,126230391.0,0,PALANTIR TECHNOLOGIES INC.,-9.009546539379484,12.052980132450344
2023-08-08,17.49,17.49,16.1,17.04,143014237.0,0,PALANTIR TECHNOLOGIES INC.,-2.57289879931389,8.633540372670788
2023-08-07,18.25,18.39,17.01,17.99,133808372.0,0,PALANTIR TECHNOLOGIES INC.,-1.424657534246584,8.11287477954144
2023-08-04,18.874,19.08,18.08,18.2,72386045.0,0,PALANTIR TECHNOLOGIES INC.,-3.5710501218607584,5.530973451327434
2023-08-03,18.63,19.3,18.61,18.71,55168608.0,0,PALANTIR TECHNOLOGIES INC.,0.4294149221685553,3.707684040838266
2023-08-02,19.26,19.62,18.15,18.97,98215768.0,0,PALANTIR TECHNOLOGIES INC.,-1.5057113187954447,8.099173553719021
2023-08-01,19.46,20.2399,19.23,19.99,100126141.0,0,PALANTIR TECHNOLOGIES INC.,2.7235354573483943,5.251690067602695
2023-07-31,18.82,19.995,18.38,19.84,142173835.0,0,PALANTIR TECHNOLOGIES INC.,5.419766206163653,8.786724700761708
2023-07-28,17.21,17.97,16.74,17.81,106125623.0,0,PALANTIR TECHNOLOGIES INC.,3.486345148169656,7.34767025089606
2023-07-27,16.8,17.19,16.0,16.15,50685242.0,0,PALANTIR TECHNOLOGIES INC.,-3.8690476190476315,7.437500000000008
2023-07-26,16.4,16.69,16.13,16.43,35804775.0,0,PALANTIR TECHNOLOGIES INC.,0.18292682926829965,3.4717916924984644
2023-07-25,16.35,16.86,16.35,16.55,36612927.0,0,PALANTIR TECHNOLOGIES INC.,1.2232415902140628,3.119266055045859
2023-07-24,16.61,16.69,16.12,16.32,36133647.0,0,PALANTIR TECHNOLOGIES INC.,-1.7459361830222706,3.535980148883376
2023-07-21,17.47,17.49,16.0,16.43,63375867.0,0,PALANTIR TECHNOLOGIES INC.,-5.953062392673149,9.31249999999999
2023-07-20,17.54,18.0,16.98,17.13,62711592.0,0,PALANTIR TECHNOLOGIES INC.,-2.3375142531356907,6.007067137809185
2023-07-19,18.02,18.995,17.76,18.05,89044567.0,0,PALANTIR TECHNOLOGIES INC.,0.16648168701443472,6.953828828828825
2023-07-18,17.88,18.13,17.19,18.08,87365660.0,0,PALANTIR TECHNOLOGIES INC.,1.1185682326621884,5.4682955206515285
2023-07-17,16.42,17.59,16.32,17.4,63504956.0,0,PALANTIR TECHNOLOGIES INC.,5.968331303288653,7.781862745098037
2023-07-14,16.76,17.0,16.27,16.4,45115040.0,0,PALANTIR TECHNOLOGIES INC.,-2.147971360381879,4.486785494775663
2023-07-13,16.7,17.26,16.631,16.74,58397771.0,0,PALANTIR TECHNOLOGIES INC.,0.23952095808382726,3.782093680476227
2023-07-12,16.78,16.94,16.41,16.59,50079436.0,0,PALANTIR TECHNOLOGIES INC.,-1.1323003575685415,3.2297379646557047
2023-07-11,16.47,16.93,16.15,16.49,63236574.0,0,PALANTIR TECHNOLOGIES INC.,0.12143290831815165,4.82972136222911
2023-07-10,15.37,16.33,14.945,16.3,62823618.0,0,PALANTIR TECHNOLOGIES INC.,6.05074821080027,9.267313482770144
2023-07-07,15.23,15.9,15.19,15.34,48273342.0,0,PALANTIR TECHNOLOGIES INC.,0.7222586999343363,4.674127715602375
2023-07-06,15.32,15.3827,14.62,15.13,57158281.0,0,PALANTIR TECHNOLOGIES INC.,-1.240208877284592,5.216826265389881
2023-07-05,15.425,15.77,15.23,15.7,39179854.0,0,PALANTIR TECHNOLOGIES INC.,1.7828200972447232,3.5456336178594823
2023-07-03,15.49,15.59,15.19,15.52,26037426.0,0,PALANTIR TECHNOLOGIES INC.,0.19367333763718114,2.63331138907176
2023-06-30,15.48,15.8,15.23,15.33,42195264.0,0,PALANTIR TECHNOLOGIES INC.,-0.9689922480620178,3.742613263296128
2023-06-29,15.4,15.57,15.06,15.2,46300897.0,0,PALANTIR TECHNOLOGIES INC.,-1.2987012987013056,3.3864541832669306
2023-06-28,14.53,15.43,14.465,15.28,66001041.0,0,PALANTIR TECHNOLOGIES INC.,5.161734342739161,6.671275492568267
2023-06-27,14.22,14.76,13.96,14.61,55410531.0,0,PALANTIR TECHNOLOGIES INC.,2.7426160337552656,5.730659025787958
2023-06-26,13.87,14.42,13.83,13.94,50679919.0,0,PALANTIR TECHNOLOGIES INC.,0.5046863734679184,4.266088214027476
2023-06-23,13.64,14.14,13.56,14.03,74851018.0,0,PALANTIR TECHNOLOGIES INC.,2.8592375366568823,4.277286135693216
2023-06-22,14.3,14.44,13.86,14.05,103460998.0,0,PALANTIR TECHNOLOGIES INC.,-1.7482517482517481,4.184704184704185
2023-06-21,15.66,15.755,14.37,14.64,97885028.0,0,PALANTIR TECHNOLOGIES INC.,-6.51340996168582,9.638135003479482
2023-06-20,15.99,16.89,15.58,15.79,81335009.0,0,PALANTIR TECHNOLOGIES INC.,-1.2507817385866233,8.408215661103982
2023-06-16,16.87,16.91,16.01,16.3,90696215.0,0,PALANTIR TECHNOLOGIES INC.,-3.378778897451098,5.6214865708931825
2023-06-15,15.66,16.79,15.49,16.6,91200891.0,0,PALANTIR TECHNOLOGIES INC.,6.002554278416356,8.392511297611355
2023-06-14,15.93,16.19,15.44,15.91,70871917.0,0,PALANTIR TECHNOLOGIES INC.,-0.1255492780916483,4.857512953367888
2023-06-13,16.18,16.27,15.1625,16.0,112765935.0,0,PALANTIR TECHNOLOGIES INC.,-1.1124845488257091,7.304204451772464
2023-06-12,15.44,16.03,15.33,15.65,90250316.0,0,PALANTIR TECHNOLOGIES INC.,1.3601036269430107,4.566210045662107
2023-06-09,15.36,15.98,14.82,15.02,94126339.0,0,PALANTIR TECHNOLOGIES INC.,-2.2135416666666656,7.827260458839406
2023-06-08,14.44,15.59,14.39,15.19,115591618.0,0,PALANTIR TECHNOLOGIES INC.,5.193905817174516,8.339124391938842
2023-06-07,16.01,17.16,14.52,14.69,227244050.0,0,PALANTIR TECHNOLOGIES INC.,-8.24484697064336,18.181818181818183
2023-06-06,15.3,15.58,14.92,15.46,74284337.0,0,PALANTIR TECHNOLOGIES INC.,1.0457516339869288,4.423592493297588
2023-06-05,14.365,15.7,14.365,15.24,109017800.0,0,PALANTIR TECHNOLOGIES INC.,6.091193873999304,9.293421510616074
2023-06-02,14.65,15.03,14.16,14.52,79487612.0,0,PALANTIR TECHNOLOGIES INC.,-0.8873720136518823,6.144067796610164
2023-06-01,14.46,15.22,14.2,14.54,126015134.0,0,PALANTIR TECHNOLOGIES INC.,0.5532503457814543,7.183098591549306
2023-05-31,14.19,14.79,13.82,14.71,127403474.0,0,PALANTIR TECHNOLOGIES INC.,3.6645525017618135,7.018813314037618
2023-05-30,14.44,15.005,14.24,14.71,159089328.0,0,PALANTIR TECHNOLOGIES INC.,1.869806094182835,5.372191011235959
2023-05-26,12.84,14.195,12.82,13.65,127770554.0,0,PALANTIR TECHNOLOGIES INC.,6.308411214953274,10.725429017160685
2023-05-25,13.18,13.22,12.34,12.84,106557773.0,0,PALANTIR TECHNOLOGIES INC.,-2.5796661608497713,7.1312803889789365
2023-05-24,12.05,12.43,11.82,12.23,90496870.0,0,PALANTIR TECHNOLOGIES INC.,1.4937759336099559,5.160744500846018
2023-05-23,11.95,13.42,11.87,12.64,148701808.0,0,PALANTIR TECHNOLOGIES INC.,5.774058577405869,13.058129738837412
2023-05-22,11.62,12.105,11.39,11.84,76377076.0,0,PALANTIR TECHNOLOGIES INC.,1.8932874354561158,6.277436347673396
2023-05-19,11.97,12.41,11.52,11.71,150269322.0,0,PALANTIR TECHNOLOGIES INC.,-2.1720969089390123,7.72569444444445
2023-05-18,10.46,11.81,10.39,11.74,171402281.0,0,PALANTIR TECHNOLOGIES INC.,12.237093690248559,13.666987487969202
2023-05-17,9.54,10.285,9.46,10.25,63834517.0,0,PALANTIR TECHNOLOGIES INC.,7.442348008385753,8.720930232558132
2023-05-16,9.4,9.63,9.35,9.47,42311914.0,0,PALANTIR TECHNOLOGIES INC.,0.7446808510638327,2.9946524064171247
2023-05-15,9.21,9.6,9.02,9.52,53555516.0,0,PALANTIR TECHNOLOGIES INC.,3.365906623235599,6.430155210643017
2023-05-12,9.86,10.01,9.47,9.5,62123944.0,0,PALANTIR TECHNOLOGIES INC.,-3.651115618661252,5.7022175290390615
2023-05-11,10.14,10.1591,9.71,9.88,73754074.0,0,PALANTIR TECHNOLOGIES INC.,-2.564102564102562,4.625128733264671
2023-05-10,9.73,10.3,9.46,9.94,149374961.0,0,PALANTIR TECHNOLOGIES INC.,2.1582733812949546,8.87949260042283
2023-05-09,9.22,9.69,8.655,9.55,223573281.0,0,PALANTIR TECHNOLOGIES INC.,3.5791757049891544,11.958405545927214
2023-05-08,7.64,7.855,7.59,7.74,105304009.0,0,PALANTIR TECHNOLOGIES INC.,1.3089005235602165,3.4914361001317595
2023-05-05,7.44,7.55,7.32,7.41,45848838.0,0,PALANTIR TECHNOLOGIES INC.,-0.4032258064516162,3.1420765027322344
2023-05-04,7.47,7.52,7.28,7.38,29989336.0,0,PALANTIR TECHNOLOGIES INC.,-1.2048192771084318,3.296703296703287
2023-05-03,7.62,7.68,7.45,7.56,24322418.0,0,PALANTIR TECHNOLOGIES INC.,-0.7874015748031562,3.0872483221476448
2023-05-02,7.72,7.91,7.43,7.59,38007950.0,0,PALANTIR TECHNOLOGIES INC.,-1.6839378238341955,6.460296096904447
2023-05-01,7.75,7.82,7.66,7.78,19134155.0,0,PALANTIR TECHNOLOGIES INC.,0.3870967741935516,2.088772845953004
2023-04-28,7.77,8.0,7.62,7.75,24915472.0,0,PALANTIR TECHNOLOGIES INC.,-0.2574002574002519,4.986876640419946
2023-04-27,7.83,7.91,7.72,7.82,21385464.0,0,PALANTIR TECHNOLOGIES INC.,-0.12771392081736638,2.461139896373062
2023-04-26,7.87,7.91,7.65,7.74,21151476.0,0,PALANTIR TECHNOLOGIES INC.,-1.651842439644217,3.398692810457513
2023-04-25,8.0,8.02,7.73,7.74,21849092.0,0,PALANTIR TECHNOLOGIES INC.,-3.2499999999999973,3.7516170763259913
2023-04-24,8.16,8.25,7.94,8.1,20439283.0,0,PALANTIR TECHNOLOGIES INC.,-0.7352941176470649,3.9042821158690124
2023-04-21,8.14,8.22,8.09,8.18,14896712.0,0,PALANTIR TECHNOLOGIES INC.,0.4914004914004809,1.6069221260815918
2023-04-20,8.29,8.5,8.13,8.15,23573036.0,0,PALANTIR TECHNOLOGIES INC.,-1.6887816646561977,4.551045510455094
2023-04-19,8.58,8.6575,8.48,8.49,18193674.0,0,PALANTIR TECHNOLOGIES INC.,-1.0489510489510472,2.093160377358493
2023-04-18,8.93,9.02,8.72,8.73,21185250.0,0,PALANTIR TECHNOLOGIES INC.,-2.2396416573348183,3.440366972477052
2023-04-17,8.81,9.04,8.78,8.8,25752477.0,0,PALANTIR TECHNOLOGIES INC.,-0.11350737797956624,2.961275626423688
2023-04-14,8.53,8.91,8.47,8.81,42364533.0,0,PALANTIR TECHNOLOGIES INC.,3.282532239155934,5.1948051948051885
2023-04-13,8.5,8.7,8.43,8.58,27983250.0,0,PALANTIR TECHNOLOGIES INC.,0.9411764705882361,3.2028469750889634
2023-04-12,8.75,8.775,8.3,8.33,28771280.0,0,PALANTIR TECHNOLOGIES INC.,-4.8,5.722891566265056
2023-04-11,8.35,8.79,8.34,8.61,35617852.0,0,PALANTIR TECHNOLOGIES INC.,3.113772455089818,5.395683453237401
2023-04-10,8.0,8.44,7.9,8.39,29184726.0,0,PALANTIR TECHNOLOGIES INC.,4.875000000000007,6.835443037974673
2023-04-06,7.88,8.14,7.79,8.09,23488564.0,0,PALANTIR TECHNOLOGIES INC.,2.6649746192893398,4.492939666238774
2023-04-05,8.63,8.65,7.84,7.98,54946873.0,0,PALANTIR TECHNOLOGIES INC.,-7.531865585168022,10.33163265306123
2023-04-04,8.53,8.54,8.23,8.35,23961225.0,0,PALANTIR TECHNOLOGIES INC.,-2.110199296600231,3.766707168894273
2023-04-03,8.37,8.53,8.21,8.38,22511967.0,0,PALANTIR TECHNOLOGIES INC.,0.1194743130227188,3.897685749086462
2023-03-31,8.15,8.48,8.08,8.45,26174838.0,0,PALANTIR TECHNOLOGIES INC.,3.6809815950920117,4.950495049504955
2023-03-30,8.33,8.38,8.05,8.15,21001636.0,0,PALANTIR TECHNOLOGIES INC.,-2.160864345738292,4.099378881987578
2023-03-29,8.09,8.25,8.0512,8.22,15339672.0,0,PALANTIR TECHNOLOGIES INC.,1.6069221260815918,2.4691971383147893
2023-03-28,8.06,8.12,7.97,8.0,14860487.0,0,PALANTIR TECHNOLOGIES INC.,-0.7444168734491377,1.8820577164366308
2023-03-27,8.15,8.32,7.94,8.04,20666810.0,0,PALANTIR TECHNOLOGIES INC.,-1.3496932515337572,4.785894206549117
2023-03-24,8.29,8.35,8.06,8.2,17939822.0,0,PALANTIR TECHNOLOGIES INC.,-1.0856453558504207,3.5980148883374587
2023-03-23,8.32,8.56,8.16,8.33,22662235.0,0,PALANTIR TECHNOLOGIES INC.,0.12019230769230511,4.901960784313729
2023-03-22,8.44,8.62,8.2,8.21,34150971.0,0,PALANTIR TECHNOLOGIES INC.,-2.7251184834123063,5.121951219512195
2023-03-21,8.2,8.51,8.17,8.45,27104478.0,0,PALANTIR TECHNOLOGIES INC.,3.0487804878048785,4.1615667074663385
2023-03-20,7.765,8.095,7.72,8.08,25497386.0,0,PALANTIR TECHNOLOGIES INC.,4.056664520283328,4.857512953367888
2023-03-17,7.93,8.03,7.84,7.88,20920767.0,0,PALANTIR TECHNOLOGIES INC.,-0.6305170239596447,2.423469387755096
2023-03-16,8.01,8.0799,7.86,7.98,20504460.0,0,PALANTIR TECHNOLOGIES INC.,-0.37453183520598454,2.797709923664122
2023-03-15,7.81,7.99,7.7,7.9,28217378.0,"$23,812,713",PALANTIR TECHNOLOGIES INC.,1.1523687580025703,3.766233766233767
2023-03-14,8.05,8.14,7.78,7.89,33460106.0,0,PALANTIR TECHNOLOGIES INC.,-1.9875776397515654,4.627249357326482
2023-03-13,7.29,8.15,7.19,7.87,63183533.0,0,PALANTIR TECHNOLOGIES INC.,7.956104252400549,13.351877607788595
2023-03-10,7.59,7.68,7.28,7.35,41953579.0,0,PALANTIR TECHNOLOGIES INC.,-3.162055335968382,5.4945054945054865
2023-03-09,8.07,8.26,7.68,7.69,29005915.0,0,PALANTIR TECHNOLOGIES INC.,-4.708798017348202,7.552083333333334
2023-03-08,8.36,8.58,8.06,8.13,38723632.0,0,PALANTIR TECHNOLOGIES INC.,-2.751196172248788,6.451612903225801
2023-03-07,8.275,8.425,8.19,8.28,26819619.0,0,PALANTIR TECHNOLOGIES INC.,0.06042296072506351,2.869352869352884
2023-03-06,8.34,8.45,8.2,8.28,28316225.0,0,PALANTIR TECHNOLOGIES INC.,-0.7194244604316606,3.0487804878048785
2023-03-03,8.0,8.5,8.0,8.33,43229102.0,0,PALANTIR TECHNOLOGIES INC.,4.125000000000001,6.25
2023-03-02,7.59,8.03,7.56,7.97,36805933.0,0,PALANTIR TECHNOLOGIES INC.,5.006587615283266,6.216931216931214
2023-03-01,7.83,7.91,7.69,7.69,27939113.0,0,PALANTIR TECHNOLOGIES INC.,-1.7879948914431631,2.86085825747724
2023-02-28,7.96,8.0973,7.8,7.84,32937011.0,0,PALANTIR TECHNOLOGIES INC.,-1.5075376884422125,3.811538461538472
